The Incredible Burt Wonderstone,32539708,176107294.1,60919852,2175709,28,5424,193,0,0,0,29760688
The Good German,40082738,150923255.5,281904,46984,6,95,14,2,2,0,7408928
Going the Distance,37120504,97473659.96,11451330,347010,33,978,29,13,76,11,48773843
Criminal,33163910,107872285.9,281002392,11708433,24,28558,1164,109,2312,1094,15485647
Flight,34128731,121040881.2,15624880,3906220,4,6223,1364,100,1118,333,178099542
The Grand Budapest Hotel,32027272,47508913.98,378433468,13515481,28,43376,1529,25,64,5,186399062
Hearts in Atlantis,44229203,101838946.6,3662604,101739,36,542,15,0,0,0,34507026
Frequency,45467620,57662978.64,7042244,320102,22,640,29,88,166,50,99891255
Vacation,33061786,91197183.29,139275960,17409495,8,40102,4683,105,11192,2376,111326699
Chicago,63192600,147156887.1,52283025,2091321,25,5942,230,89,15944,4222,430800428
American Pie 2,42802454,114694708.9,18309430,1830943,10,3952,379,9,2,0,410266654
The Vow,33027804,91868721.73,190732520,4435640,43,16100,372,42,52,9,215907785
Extraordinary Measures,35960488,88100202.18,2190348,182529,12,123,10,1,1,0,17556018
Remember the Titans,44000923,74044084.23,38617794,2145433,18,6201,332,28,57,10,200507341
The Butler,27116424,131615161.5,56449260,4704105,12,11030,899,5,0,0,125735792
DodgeBall: A True Underdog Story,26732380,188656313.4,2161276,540319,4,1457,354,2,7,11,224180827
The Princess Diaries,52789694,70968990.56,90774324,2521509,36,290,8,23,92,16,235891678
District 9,35357280,110989748.9,127465020,6373251,20,15866,767,74,316,55,248466932
The SpongeBob SquarePants Movie,40098570,260092668.9,15504480,7752240,2,23357,9744,1,0,0,187342915
Mystic River,34317693,95258076.41,9916746,708339,14,1711,120,9,2,2,215270797
Million Dollar Baby,40098570,148266043.3,30731220,1336140,23,3249,141,50,169,22,289730409
The Notebook,38761951,88487148.82,130240314,7235573,18,23716,1263,99,269,33,154517473
27 Dresses,35215851,92492950.2,36026220,1801311,20,4123,200,12,14,2,188122275
Hannah Montana: The Movie,41250160,153643573.7,32130171,868383,37,3297,88,1,1,1,183321931
Rugrats in Paris: The Movie,44,118681144.5,1333416,666708,2,1022,359,0,0,0,151
Up in the Air,29464400,131342499.8,34287156,1904842,18,2753,150,68,335,56,192897532
About Schmidt,42128400,114172117.2,3039840,253320,12,512,42,0,0,0,148621350
Warm Bodies,37962993,121848092.9,441849681,16364803,27,84351,3111,11,25,12,126883887
Looper,33027804,78543436.04,221816208,9242342,24,17688,727,51,105,20,51789798
Hope Springs,33027804,140468478.7,16465670,1646567,10,2817,281,9,45,5,125815071
Forgetting Sarah Marshall,35215851,135829782.9,78160414,4113706,19,7856,412,5,6,0,123458690
Four Brothers,58170073,132387988.7,26174144,1635884,16,4265,254,14,14,5,119409811
Baby Mama,35215851,107595573.1,8034642,892738,9,2152,234,75,662,50,74931640
Bride Wars,35357280,96277404.49,25476000,1019040,25,3227,126,2,3,0,135139602
Without a Paddle,25395761,102524520.1,645736,92248,7,788,112,6,2,0,93070276
13 Going on 30,49454903,140151501.9,21009212,750329,28,4392,154,35,68,6,128924518
Midnight in Paris,33721388,99608324.77,30966600,1105950,28,3788,133,21,90,12,169864993
Blow,75617669,107919654.6,39907538,3627958,11,9836,826,58,63,32,118822889
The Curse of the Were-Rabbit,38780049,139308309.5,8293485,1658697,5,2151,382,1,0,0,248777672
P.S. I Love You,36554053,68214982.29,138151035,4186395,33,9841,298,120,124,30,191098909
Racing Stripes,38780049,101204354.2,9260075,841825,11,1340,121,4,0,0,121216765
Atonement,36554053,109274878.7,66341157,1618077,41,6963,168,75,967,139,157506615
The Three Stooges,33027804,92319643.38,11009050,5504525,2,11483,4596,33,527,135,60352037
Corpse Bride,51706731,354488783.2,13945400,1394540,10,7600,741,32,45,5,151494338
Sicario,31995277,83889697.25,398755560,19937778,20,47887,2383,65,580,151,89614308
Southpaw,31995277,130733802.9,630108578,21727882,29,74034,2528,95,546,55,97809376
Drag Me to Hell,35357280,372980872.5,82245121,11749303,7,28086,3622,7,48,3,107027537
The Age of Adaline,26662731,173126726.8,362046636,8620158,42,32425,770,4,11,2,70030489
Step Up 3D,34800472,37676620.49,68247192,2843633,24,3877,158,1,0,0,184781006
Blue Crush,35107000,90990250.63,4365690,291046,15,634,42,17,48,21,72801637
Stranger Than Fiction,37577566,124417856.2,15308176,956761,16,863,51,42,86,30,67205253
30 Days of Night,36554053,330551486.1,1703999,154909,11,1023,92,8,6,1,92001644
The Cabin in the Woods,33027804,135032273.4,86542456,7867496,11,12918,1090,7,89,23,73196307
Meet the Spartans,35215851,163118122.5,8698948,2174737,4,3387,820,2,35,2,99363672
Hanna,33721388,199597953,115043586,5478266,21,7528,354,83,1220,171,71694006
Larry Crowne,33721388,114081691.9,7962352,497647,16,851,53,3,5,0,40645934
Carrie,32539708,111521583.4,122126160,5088590,24,26771,1103,95,250,33,89369536
Take the Lead,37577566,159325914.4,1524600,138600,11,433,37,120,479,116,43517410
Gridiron Gang,37577566,97537256.55,16078290,2679715,6,8496,1337,9,93,12,51958314
9,35357280,200246457.6,43939155,2929277,15,14312,902,85,31099,11736,57076152
Side Effects,32539708,86409353.05,37339918,3394538,11,3704,333,100,324,158,68737701
Winnie the Pooh,33721388,254564045.8,489118577,13219421,37,216642,5706,118,758,278,16253709
Dumb and Dumberer: When Harry Met Lloyd,26081447,165164608.3,271216,271216,1,502,257,0,0,0,53902821
Sanctum,33721388,80311242.02,8915992,1114499,8,1199,144,18,74,15,122081889
Little Black Book,46781665,121831091.2,30928256,1933016,16,1920,119,22,30,7,29452175
The Five-Year Engagement,33027804,127702799.1,34205996,1554818,22,4225,185,3,1,0,59350689
Mr. 3000,40098570,116457861.6,933330,155555,6,33,5,4,175,27,29138698
The Next Three Days,34800472,97503628.29,3814660,381466,10,214,20,10,72,12,59333240
Ultraviolet,37577566,67370312.74,18074676,1506223,12,6062,476,75,312,58,38918097
Assault on Precinct 13,38780049,89085075.61,2355288,90588,26,261,10,5,11,3,45624042
Love & Other Drugs,34800472,150053808.4,4601855475,131481585,35,1598303,44706,0,0,0,119272828
88 Minutes,36554053,110861225.5,5654808,628312,9,597,63,0,0,0,20629748
North Country,45243390,176355959.6,14335291,754489,19,1283,67,38,79,52,32606578
The Whole Ten Yards,53464760,91401253.93,3252536,232324,14,529,36,0,0,0,34960314
Pride and Glory,35215851,168128482.9,27509370,1833958,15,1414,89,4,0,0,36563829
The Cave,38780049,86474272.46,1632460,326492,5,774,136,41,112,33,19400354
Alex & Emma,41181232,63871274.01,47758820,2387941,20,39349,1910,0,0,0,21097004
Wicker Park,40098570,93529335.53,23274636,1057938,22,2122,94,99,164,32,17377727
Fright Night,19108786,114563213.5,47441053,4312823,11,7327,658,58,171,40,28013747
The New World,38780049,228909814.2,7678508,404132,19,1869,96,10,9,2,39472936
Godsend,33415475,123510774.1,593325,65925,9,154,16,36,137,19,40251596
Chasing Liberty,30742237,199261407.7,27149330,1044205,26,3805,145,13,8,1,16
Hoodwinked Too! Hood VS. Evil,33721388,186623273.5,154284,51428,3,413,112,0,0,0,15199161
An Unfinished Life,38780049,166536279.3,2501660,178690,14,356,24,5,17,3,24067265
The Imaginarium of Doctor Parnassus,35357280,133486231.9,13692996,507148,27,1354,50,2,11,3,75844438
Barney's Version,34800472,108418066.2,795860,61220,13,94,7,0,0,0,9807122
Runner Runner,32539708,169716521.8,42827136,3893376,11,5683,509,3,2,0,67917580
Antitrust,42802454,75485316.6,1146456,63692,18,291,16,120,349,203,25960559
Miss Potter,37577566,71519905.21,22069242,596466,37,1101,29,1,3,0,43938498
DOA: Dead or Alive,26304296,137843425.6,8018595,890955,9,2096,219,0,0,0,601634
The Assassination of Jesse James by the Coward Robert Ford,36554053,95592665.63,27498900,916630,30,3561,118,0,0,0,17925855
辛亥革命,33721388,51531229.04,1263504,114864,11,154,13,3,10,4,121788
Machine Gun Preacher,33721388,82858046.55,83847171,4413009,19,8282,421,3,0,0,2841481
Sausage Party,20003628,107252062.8,126811432,15851429,8,68356,8360,40,98,13,148187526
Pitch Perfect 2,30928767,64770272.97,949748318,32749942,29,165705,5672,13,26,12,306628007
Walk the Line,36194712,75349491.37,52865447,1705337,31,6403,206,42,88,15,241003631
Keeping the Faith,44000923,134214167.1,7644821,402359,19,276,14,60,96,15,54320612
Confessions of a Dangerous Mind,42128400,92500363.26,11696385,779759,15,808,53,45,304,162,46360626
Serving Sara,40724120,165697183.4,4566552,380546,12,433,36,0,0,0,23774720
The Boss,30531853,164897732.8,105716616,8809718,12,37961,3051,113,12956,1466,82790023
Seed of Chucky,16039428,144995438.1,77381654,11054522,7,48286,6530,14,57,7,33187774
The Jacket,37487380,128072781.5,3595865,513695,7,889,124,8,71,8,27309201
Straight Outta Compton,29862258,74790600.33,635985140,18171004,35,135901,3808,48,92,33,215045577
Along Came a Spider,85604909,137474854.7,6947738,496267,14,160,11,6,11,0,150063352
Florence Foster Jenkins,30531853,140695148.6,66740894,2901778,23,8528,363,7,16,5,51486131
Once Upon a Time in Mexico,39808524,162886382.5,15213786,1086699,14,1195,80,4,4,0,134780106
Role Models,32868127,122427024.7,10168056,423669,24,905,37,120,825,139,108442431
The Big Short,29862258,78472433.75,187325478,10406971,18,25487,1349,39,35,3,142215278
Miracle,37425332,181955065.9,283690848,3886176,73,34469,470,82,1382,381,86139358
Dawn of the Dead,37425332,92132179.45,11379984,1422498,8,4300,503,39,174,46,136811484
The Wedding Planner,49936197,72010128,77453298,1985982,39,12442,312,2,0,0,135153784
キャプテンハーロック,32539708,8251812.7,3286755,365195,9,1105,117,34,735,110,18588094
The Royal Tenenbaums,29961718,133243386.8,48731610,1624387,30,3252,108,7,11,3,101928695
Identity,41181232,89333292.17,135295700,6764785,20,13326,652,118,1542,561,123899962
Last Vegas,30370394,82035055.09,41622930,2774862,15,5572,355,0,0,0,145780550
Serendipity,39948957,88025271.21,7240935378,84196923,86,3625759,41817,115,18502,7831,110596269
Zoolander,39948957,73418036.61,20406465,4081293,5,1098,213,87,304,68,86719172
Safe Haven,30370394,143533141.3,99803561,5252819,19,12665,641,99,491,101,105856161
No Reservations,34117116,151295335.3,70738150,1414763,50,6801,135,22,25,12,112831456
Kick-Ass,32480441,123082334.8,46266896,5783362,8,21992,2744,94,597,340,111580641
30 Minutes or Less,31473295,96142690.71,20332872,968232,21,3365,158,3,11,3,45577198
Dracula 2000,41067528,113231930.2,12709763,1155433,11,1660,140,7,0,0,48401510
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",29892120,152284323.3,113770824,9480902,12,20053,1625,0,0,0,107455927
Pride & Prejudice,36194712,139865387.3,926708562,71285274,13,441356,33417,1,1,0,156604109
3 Days to Kill,29892120,132448168.1,108345543,5702397,19,12920,654,1,2,0,56152347
We Own the Night,25587837,106794319.5,964631,964631,1,1307,654,51,255,61,66926677
Le peuple migrateur,51172327,7874883,1090492,41942,26,131,5,0,0,0,28844688
Just My Luck,35072395,70436814.76,114110612,4075379,28,9519,337,76,126,7,47798545
The Spy Next Door,32480441,118363958.6,26971776,1685736,16,5399,327,0,0,0,52475102
Ghosts of Mars,39948957,94216626.93,1629815,148165,11,500,44,1,3,0,19989933
Our Brand Is Crisis,29862258,113410336.3,27601710,4600285,6,4597,742,4,0,0,7467976
Pride and Prejudice and Zombies,29479031,143281760.3,83332504,10416563,8,38797,4720,1,1,0,17239261
How to Lose Friends & Alienate People,31694266,129413288.4,19355224,691258,28,1678,58,0,0,0,20291724
Kick-Ass 2,30370394,111102861.5,192693195,7136785,27,39937,1475,6,7,0,65838676
Alatriste,30062053,41285312.99,10223640,1022364,10,2927,288,9,29,6,29212743
Brick Mansions,29892120,126785501.2,169169600,7355200,23,19474,844,2,0,0,73552583
Knocked Up,36554053,166488630.1,113513454,3338631,34,8778,251,17,191,17,266937821
My Sister's Keeper,35357280,123237850.8,205882409,4787963,43,12089,280,50,74,17,112807254
Welcome Home Roscoe Jenkins,41085159,141595244.8,2127636,303948,7,888,114,0,0,0,51239984
Notes on a Scandal,18788783,106167263.5,56157032,14039258,4,14041,3388,2,11,2,61965287
Rendition,33507882,156755732.2,824640,103080,8,201,23,27,347,222,30155473
The Sisterhood of the Traveling Pants 2,31694266,119457499.2,189410585,2914009,65,11531,176,1,0,0,52063603
About a Boy,37915560,59389684.96,25896083,1523299,17,2437,142,5,45,15,181152120
Lucky Number Slevin,33819810,128289625.5,25115660,1255783,20,1681,84,5,0,0,70531691
Anonymous,33721388,74344606.89,49668651,5518739,9,9833,1042,104,4013,2556,17304790
Case 39,31821552,112882328.2,44842020,2242101,20,12719,625,1,2,1,34178704
Suspect Zero,36088713,218503739.4,1709960,85498,20,62,3,0,0,0,17376047
Spy Kids: All the Time in the World,30349249,139116529.9,4989390,997878,5,4346,773,0,0,0,96178243
Money Monster,28426208,83549894.18,55080477,6120053,9,8360,855,15,20,4,98210027
The 51st State,40,107014586.1,360899,32809,11,47,4,4,90,10,20
Mindhunters,36088713,161535723.2,2121616,151544,14,457,31,4,0,0,28267927
What Just Happened,29346542,117838163.6,1359328,169916,8,193,23,52,245,41,7833674
Paul Blart: Mall Cop,30642976,110119185,14644995,2928999,5,8344,1545,0,0,0,216024883
Freaky Friday,35690401,91854275.35,3639870,1819935,2,3737,1413,71,956,202,151314028
The 40 Year Old Virgin,33609375,100841821.3,121503570,3919470,31,17555,559,10,31,8,141481557
A Walk Among the Tombstones,29892120,51319550.86,50890401,5654489,9,6906,751,7,0,0,56775385
Pineapple Express,31694266,104989025.3,94427964,5245998,18,31638,1672,110,153,20,119293510
Open Range,30199570,134976642.4,8901557,523621,17,846,48,6,5,2,93750849
Red Eye,33609375,111354250,10910396,320894,34,1432,42,114,294,55,74834898
Final Destination 2,35690401,108307052.8,2592576,432096,6,1468,237,9,63,11,124129024
"O Brother, Where Art Thou?",38134133,110241413.2,6156136,439724,14,662,45,8,5,1,105409091
Legion,30160409,180123669.7,172987144,7863052,22,37526,1680,111,1375,266,78786712
Pain & Gain,27116424,99840751.86,6332956280,180941608,35,1226507,34239,2,1,0,93470628
Clockstoppers,36511280,145344011,6032880,287280,21,328,15,0,0,0,54476631
Brothers,30642976,172049474.6,45231150,1507705,30,9062,295,120,9025,1253,51053966
Agent Cody Banks 2: Destination London,34752094,79648258.27,1700202,283367,6,615,93,0,0,0,38520016
New Year's Eve,62946590,162259765.6,23813760,1488360,16,4866,287,46,34,23,159664744
Original Sin,59923436,108621267.3,1402175,280435,5,246,42,38,97,21,50510206
The Raven,28624097,269638788.7,8896040,444802,20,1601,77,79,206,86,32651013
Welcome to Mooseport,40098570,171428848.1,242690,48538,5,84,15,1,0,0,18712666
Self/less,27729240,80971575.32,471855360,14745480,32,22787,711,120,1321,179,32553302
The Constant Gardener,32316707,86935156.54,27740376,1155849,24,1361,55,1,1,0,106602049
The Passion of the Christ,40098570,69535459.13,24586128,2048844,12,15321,1249,8,2,1,817876395
Gran Torino,38737436,68751243.83,15836760,791838,20,5471,266,27,133,11,316893621
W.,29463928,156215889.4,1026473,146639,7,682,88,111,6439,703,34636508
Taken,29346542,100117464.7,532078140,17735938,30,59668,1974,89,771,266,266267713
The Best of Me,27756969,76856949.08,782690571,20068989,39,68599,1717,16,5,3,38353953
The Help,28101156,131548404.4,17565470,675595,26,2913,111,55,55,9,139687616
The Fifth Estate,30370394,129348142.2,41977265,3816115,11,13780,1230,1,0,0,9279249
Freddy vs. Jason,41181232,58127897.87,5173716,862286,6,9523,1510,63,153,10,157736238
Jimmy Neutron: Boy Genius,35668712,195270939.6,794304,198576,4,1549,375,0,0,0,115475646
Cloverfield,29346542,120587812.9,15463872,1932984,8,2157,250,28,41,14,200453348
No Country for Old Men,30461711,121072159.8,225565152,4699274,48,25637,533,31,57,15,209089183
Ride Along,26689393,108273795.8,676625872,26024072,26,83792,3217,100,4628,445,164404334
Bridget Jones's Diary,35668712,150182268.3,8780880,1463480,6,284,45,0,0,0,402242906
Chocolat,36667436,84375974.26,22038240,1101912,20,2442,117,106,758,188,223671862
"Legally Blonde 2: Red, White & Blonde",61771847,154356130.6,32119728,1338322,24,28348,1160,0,0,0,171471568
Parental Guidance,27523170,144910134,13703964,2283994,6,3011,467,30,25,10,131860460
No Strings Attached,28101156,146001221.4,186352650,6211755,30,40715,1338,44,108,19,166112051
Romeo Must Die,36667436,156178492.1,19356386,1382599,14,4011,286,8,12,8,133523382
Final Destination 3,31314639,79432799.05,1395912,348978,4,1678,354,0,0,0,147453316
The Lucky One,27523170,201422417.7,316249128,12163428,26,33165,1247,11,68,12,109384936
Bridge to Terabithia,73108106,183171835.5,41289856,1290308,32,6062,184,10,21,1,167645493
Finding Neverland,33415475,220597300.8,0,6902404,0,26890,32425,119,177,34,156072398
The Grey,27523170,109088902.8,18666349,1435873,13,4419,321,6,13,0,85077785
Hide and Seek,32316707,118181420.5,2166704,541676,4,2116,432,112,5080,531,158539069
Anchorman: The Legend of Ron Burgundy,34752094,150992874.5,62990227,1536347,41,83,2,2,0,0,121063181
Agent Cody Banks,38435816,137081410.8,4470462,745077,6,1452,226,0,0,0,80709468
Nanny McPhee,32316707,157743119.1,8384850,1397475,6,1658,273,6,6,1,158338708
Contraband,27523170,158773070.6,17402728,8701364,2,3812,1604,42,48,25,69468481
There Will Be Blood,30461711,58185964.88,38470848,1479648,26,5343,200,36,482,65,94076377
Undercover Brother,35107000,84762029.94,3150170,315017,10,1310,126,4,12,2,58424329
The Sisterhood of the Traveling Pants,32316707,135200512.4,14983072,936442,16,3546,211,8,23,8,50482653
Kiss of the Dragon,35668712,133152781.2,8238828,1373138,6,1721,267,1,0,0,91936600
The House Bunny,29346542,98540683.47,118813214,4569739,26,21609,802,6,5,1,82690268
Beauty Shop,32316707,101256087.5,38481597,1166109,33,4780,141,37,30,7,46990237
Million Dollar Arm,26689393,191598835.6,103464630,3448821,30,10012,331,2,59,5,40896293
The Giver,26689393,65500023.22,201457416,8394059,24,31736,1275,76,82,14,71506709
Jeepers Creepers 2,23336031,68520882.95,4708179,672597,7,4272,579,1,0,0,86621517
Good Luck Chuck,30461711,121798985.1,339039960,56506660,6,139074,22280,7,17,1,72123739
Cradle 2 the Grave,34317693,153094378.6,3930030,302310,13,1143,84,1,0,0,77543652
The Hours,35107000,121394824.5,35181945,1303035,27,1344,49,11,4,0,58415001
She's the Man,25051711,95448094.74,30215848,581074,52,6399,122,30,64,11,42449071
Mr. Bean's Holiday,30461711,98266661.19,31336470,2089098,15,2279,148,5,0,0,279926483
Anacondas: The Hunt for the Blood Orchid,26732380,154368907.2,24747205,4949441,5,4386,740,1,0,1,94890457
Blood Ties,27658752,141522193,8105148,675429,12,1283,99,17,45,4,2619958
August Rush,30461711,114528790.9,26039244,1183602,22,3684,162,12,116,13,80567601
The Sitter,28101156,72519662.4,1932350,386470,5,1458,252,1,0,0,39276636
Crocodile Dundee in Los Angeles,30175730,36216857.46,409440,136480,3,120,36,0,0,0,56269068
The Gambler,26689393,91900216.42,406858704,19374224,21,86911,4088,32,160,34,41818148
August: Osage County,27116424,114341286.7,56095952,3505997,16,6625,406,6,47,16,80469546
Ice Princess,32316707,35402561.02,40208000,1436000,28,2814,100,5,12,0,35736449
A Lot Like Love,38780049,118034791.5,96348084,3441003,28,3000,107,4,2,0,55438301
Eddie the Eagle,24214918,134487882.8,287590751,5869199,49,16274,330,32,298,49,48590708
Dear John,29000393,175531528.4,409796904,11075592,37,30437,809,63,1069,275,133375250
The Losers,29000393,151710286.8,10247391,1138599,9,2874,313,14,30,4,27353171
Don't Be Afraid of the Dark,29000393,135071541.1,10142448,845204,12,2522,202,6,2,2,42912657
War,30461711,129030253.6,327327203,6680147,49,44881,912,109,3646,983,49290268
Punch-Drunk Love,35107000,47582236.92,30043890,1669105,18,2483,133,7,5,4,23872760
EuroTrip,33415475,79235148.16,30593892,2185278,14,4838,342,101,181,16,27797461
The Greatest Game Ever Played,32316707,159264013.3,15969404,725882,22,823,37,3,19,8,19947393
The Box,35357280,101439786.8,11864985,1078635,11,2337,212,82,73,30,39286099
The Next Best Thing,36667436,152922487.3,157272,26212,6,40,6,3,3,1,35732815
My Soul to Take,29000393,55868717.81,263598248,3468398,76,24619,321,1,1,0,23003062
The Girl Next Door,33415475,45054582.82,8259128,1032391,8,1611,185,29,233,291,40648165
Legend,26662731,143353828.8,438561354,13289738,33,38857,1157,110,63920,7623,45831094
Shark Night,31473295,155845247.6,13864160,1386416,10,5972,593,0,0,0,11382607
Draft Day,26689393,250002021.2,52092220,5209222,10,5662,524,68,141,20,30779431
The Conspirator,29000393,147430187.7,2233647,131391,17,239,14,2,0,0,17955652
Lords of Dogtown,32316707,166889828.2,36178156,1292077,28,4262,152,6,23,3,17337211
The 33,26662731,119860921,123200434,8800031,14,23128,1613,6,101,11,26558984
Warrior,28101156,168892190.8,221671432,6519748,34,32225,937,117,6595,1261,25917264
Stop-Loss,29346542,51700121.05,21180952,814652,26,184,7,60,232,49,13155621
Abandon,35107000,179224443.3,8747367,514551,17,1043,60,58,59,10,15052979
The Possession,15412975,68037822.3,269027261,15825133,17,96663,5406,2,7,1,94069874
Straw Dogs,28101156,85963721.37,21885820,2188582,10,3022,279,7,14,3,11605149
The Hoax,31314639,117300374.6,1098349,156907,7,108,14,3,3,1,14746015
The Road,37714432,129236863.2,42376070,1926185,22,4870,219,46,182,33,32570307
Blindness,29346542,72325711.97,5237820,436485,12,545,42,105,397,153,23295261
BloodRayne,32316707,155649182.5,0,1161047,0,884,1111,13,21,5,3109410
Carnage,28101156,111302294.7,15731122,7865561,2,73269,34933,116,1080,284,31027126
Me and Orson Welles,29464400,90941144.89,3113424,129726,24,273,11,2,0,0,2753356
La migliore offerta,14642869,78784294.22,34524580,1726229,20,3241,160,3,0,0,20886016
The Bad Lieutenant: Port of Call - New Orleans,29464400,90687264.69,5178069,575341,9,628,66,0,0,0,12480061
Les petits mouchoirs,29000393,28418159.26,31321215,1648485,19,1854,93,18,52,16,56297269
Белка и Стрелка. Звёздные собаки,29000393,27753600.82,37258200,7451640,5,13064,2443,0,0,0,7540102
The Counselor,27116424,166976029.9,71385252,5948771,12,8597,674,7,34,9,77020767
On the Road,27523170,161993383.1,27710096,1731881,16,4051,249,120,3323,353,9670891
Rocky Balboa,30062053,39998993.38,76732432,2740444,28,9142,323,55,222,51,195054039
Jane Got a Gun,26320563,150468178,33868968,2822414,12,6092,488,2,0,0,1471092
Think Like a Man Too,25621818,120611900.2,127564578,14173842,9,38612,3957,0,0,0,74923989
The Whole Nine Yards,60574604,80474660.24,4888884,232804,21,477,22,4,7,0,156015028
Old School,32944985,115970179.2,15543858,1413078,11,89,8,68,2111,339,119501550
Return to Me,35200738,89417648.82,5230434,475494,11,5198,455,5,242,10,53695786
Zack and Miri Make a Porno,28172680,96792004.72,1364883,454961,3,622,160,1,0,0,49425577
The Men Who Stare at Goats,28285824,166785314.5,21756186,2417354,9,5145,528,0,0,0,81002771
Win a Date with Tad Hamilton!,22722523,149375214.6,17231680,1723168,10,1033,95,0,0,0,22695922
Ready to Rumble,35200738,58643527.77,12072918,309562,39,2194,56,38,94,15,18146582
I Don't Know How She Does It,26977110,113838596.4,47652320,1191308,40,6943,172,5,14,4,34341294
Piranha 3D,27840378,108359381.9,3259644,543274,6,1870,310,2,2,0,96499581
Faster,27840378,289083225.6,8837569,519857,17,839,47,99,655,174,26775165
ハウルの動く城,32078856,145302849.6,236936340,4387710,54,26367,486,57,606,84,313718455
Zombieland,27814393,79821241.11,81983712,6831976,12,17918,1393,55,45,5,120676024
Final Destination,33734041,124093356.2,5730865,818695,7,3123,399,73,191,71,78178367
The Ides of March,14050578,81659827.02,3753888,312824,12,605,47,8,5,2,85419716
Pitch Black,33734041,55844357.79,10172004,1695334,6,1751,255,55,194,79,78010203
Her,24947110,109299845.9,326520466,14196542,23,49616,2148,68,18657,5121,51359863
Joy Ride,32815215,61337677.49,9000558,1500093,6,2342,353,83,140,42,52280113
The Adventurer: The Curse of the Midas Box,27116424,115786466.8,4769980,953996,5,815,157,1,0,0,6941
Haywire,25853064,196460583.6,12126611,1732373,7,2306,290,10,10,7,37512353
In the Valley of Elah,28024774,98207505.1,2939244,267204,11,308,26,0,0,0,35995739
Chéri,27107248,56803616.48,9658470,643898,15,615,41,5,0,0,11038810
Vanity Fair,30742237,240436455.5,4141200,258825,16,773,47,96,706,132,21551446
十月圍城,27107248,115803242,558756,46563,12,99,8,0,0,0,6880142
1408,30461711,177736540,83446955,4391945,19,8251,424,109,854,99,115364101
The Water Diviner,24020454,118128037.9,44072019,4896891,9,7916,800,3,10,2,16568800
The Rookie,28085600,132089650.9,28552860,1019745,28,5904,210,114,11106,1857,106159414
The Game Plan,26806305,103863282,43550514,2073834,21,3302,151,5,3,0,180187773
The Animal,31388466,159203902.5,10435356,1159484,9,2741,280,70,4049,775,120949381
The Hundred-Foot Journey,23486666,26206602.09,32833632,841888,39,4752,121,0,0,0,94887007
I Am Sam,31388466,62714625.38,10333020,516651,20,2570,127,21,12,2,132034754
Son of God,23486666,116062750.4,71599140,5966595,12,36635,2888,79,254,118,72381703
Underworld,30199570,101754849.2,99908685,6660579,15,12481,829,69,358,102,131379738
Derailed,28438702,173742861,14620662,812259,18,1338,71,24,69,25,74301379
The Informant!,25928672,133565101.7,2200230,220023,10,418,39,8,19,2,41750849
Deuce Bigalow: European Gigolo,28438702,136246027.9,6941129,533933,13,1947,146,1,0,0,28955969
Delivery Man,28201080,257340410.5,120856914,6714273,18,21999,1173,9,28,17,55495503
Saving Silverman,31388466,195790553.5,1781505,161955,11,273,24,2,0,1,27609822
Diary of a Wimpy Kid: Dog Days,24220390,93654271.7,69784806,3034122,23,11319,476,0,0,0,84894861
Jay and Silent Bob Strike Back,31388466,98491005.88,49043435,1401241,35,6994,197,13,8,0,48207207
The Glass House,42802454,130938459.6,73447575,2937903,25,12857,501,10,15,4,33699241
"Hail, Caesar!",23162096,83091551.22,132258555,12023505,11,28012,2381,29,114,15,67009686
Homefront,23862453,103402171.6,233124034,10596547,22,26681,1212,76,139,32,46704133
The Little Vampire,32267344,116444184.2,29054818,2234986,13,16272,1243,1,4,2,19882533
The Transporter Refueled,26662731,65627062.5,31901128,15950564,2,17651,7212,0,0,0,77460213
Zwartboek,26304296,70732266,10665523,969593,11,849,71,7,8,1,32809058
Joyeux Noël,28438702,86090717.62,42104181,859269,49,3016,61,0,0,0,22892063
Hit & Run,2201854,84610034.68,1171062081,167294583,7,2663346,367101,5,1,3,15853346
Before I Go to Sleep,23486666,110860706.4,44250825,2950055,15,4886,312,0,0,0,16491007
Stone,25520346,313629242.3,226458240,9435760,24,31024,1264,92,583,276,10996622
Out of the Furnace,23862453,216882655.6,134550000,5382000,25,12337,478,1,0,0,16703717
Michael Clayton,30461711,125110127.7,11995137,571197,21,1404,64,1,1,0,113307615
Metegol,23862453,2939657.4,18706912,2338364,8,4515,530,6,18,4,26031767
To Rome with Love,18715756,75139584.44,12103520,605176,20,1862,91,9,4,0,80637252
Death at a Funeral,10966216,88742946.64,22375710,2486190,9,4381,479,7,21,2,56
Hardball,45655951,90998706.04,53854554,2071329,26,8807,330,120,6027,2101,57387717
Silver Linings Playbook,23119463,96364292.93,359992,89998,4,1015,249,22,45,9,226503263
Freedom Writers,25587837,71230528.79,302686869,1903691,159,1597,10,14,20,3,50165301
The Transporter,29489880,89302489.16,17769542,2538506,7,2454,322,7,6,2,61688520
Never Back Down,23477234,145064630.3,213279432,8886643,24,24197,988,86,2884,388,48864846
Away We Go,20035792,92861505.22,14665492,431338,34,920,27,27,95,3,17560095
Moonlight Mile,29489880,115470690.2,1564980,78249,20,141,7,9,6,0,14058317
The Beaver,23604971,173630367.9,5117934,1705978,3,2433,711,2,0,0,1091242
Pulse,47598251,138991415.6,8427495,561833,15,1250,82,107,1620,232,37461934
